raw_data,Summary,Text,Cleaned_Summary,Cleaned_Text,Final_Content,KMeans_Cluster,DBSCAN_Cluster,Hierarchical_Cluster
"Id: 329416
UserId: AVTY5M74VA1BJ
ProfileName: tarotqueen
HelpfulnessNumerator: 1
HelpfulnessDenominator: 1
Score: 5
Time: 1316822400
Summary: dogs love greenies
Text: What can I say, dogs love greenies. They begg for them all the time. They always sit by the cupboard and ask for more.",dogs love greenies,"What can I say, dogs love greenies. They begg for them all the time. They always sit by the cupboard and ask for more.",dog love greenies,what can i say dog love greenies they begg for them all the time they always sit by the cupboard and ask for more,dog love greenies. what can i say dog love greenies they begg for them all the time they always sit by the cupboard and ask for more,0,0,2
"Id: 367735
UserId: A35Y8W1L9I71T4
ProfileName: M. Flournoy ""e1337""
HelpfulnessNumerator: 29
HelpfulnessDenominator: 29
Score: 5
Time: 1290470400
Summary: The best there is...
Text: I have been using coconut oil as a body/face/hair moisturizer for about a year now and it has made all the difference in the world for my health. After doing a bit of research, I chose this product in particular due to the description, reviews, pricepoint, and the fact that it is a brand I have seen in many stores and am familiar with.<br /><br />The non-processed nature of this oil meets my skincare and haircare needs, but also makes it perfect for cooking as well. I bought it to use in the shower but now I cannot stop eating it on everything! It has a wonderfully light coconut smell and flavor, which is clearly natural and not from any artificial colorings or flavors. This is the best brand of coconut oil I have ever bought and it blends into my skin quickly and softly without feeling overly oily, tastes amazing, and washes out of my hair easily.<br /><br />My only complaint would be that it is packaged in a plastic container. While I am not too worried about the plastic leaching chemicals into the oil itself, I will be buying this product for the rest of my life and I'm sure I will be accumulating a lot of these plastic jars! Though they're recyclable, a glass jar would get reused immediately in my house. Other than that, I am perfectly pleased with this product! For the price, this can't be beat, it's worth spending the ~$10 to try it.<br /><br />Note: I couldn't find where this coconut product was harvested from on Amazon or the EfaGold website, but the bottle itself says it's a product of the Phillipines.",The best there is...,"I have been using coconut oil as a body/face/hair moisturizer for about a year now and it has made all the difference in the world for my health. After doing a bit of research, I chose this product in particular due to the description, reviews, pricepoint, and the fact that it is a brand I have seen in many stores and am familiar with.<br /><br />The non-processed nature of this oil meets my skincare and haircare needs, but also makes it perfect for cooking as well. I bought it to use in the shower but now I cannot stop eating it on everything! It has a wonderfully light coconut smell and flavor, which is clearly natural and not from any artificial colorings or flavors. This is the best brand of coconut oil I have ever bought and it blends into my skin quickly and softly without feeling overly oily, tastes amazing, and washes out of my hair easily.<br /><br />My only complaint would be that it is packaged in a plastic container. While I am not too worried about the plastic leaching chemicals into the oil itself, I will be buying this product for the rest of my life and I'm sure I will be accumulating a lot of these plastic jars! Though they're recyclable, a glass jar would get reused immediately in my house. Other than that, I am perfectly pleased with this product! For the price, this can't be beat, it's worth spending the ~$10 to try it.<br /><br />Note: I couldn't find where this coconut product was harvested from on Amazon or the EfaGold website, but the bottle itself says it's a product of the Phillipines.",the best there is,i have been using coconut oil a a bodyfacehair moisturizer for about a year now and it ha made all the difference in the world for my health after doing a bit of research i chose this product in particular due to the description review pricepoint and the fact that it is a brand i have seen in many store and am familiar with the nonprocessed nature of this oil meet my skincare and haircare need but also make it perfect for cooking a well i bought it to use in the shower but now i cannot stop eating it on everything it ha a wonderfully light coconut smell and flavor which is clearly natural and not from any artificial coloring or flavor this is the best brand of coconut oil i have ever bought and it blend into my skin quickly and softly without feeling overly oily taste amazing and wash out of my hair easily my only complaint would be that it is packaged in a plastic container while i am not too worried about the plastic leaching chemical into the oil itself i will be buying this product for the rest of my life and im sure i will be accumulating a lot of these plastic jar though theyre recyclable a glass jar would get reused immediately in my house other than that i am perfectly pleased with this product for the price this cant be beat it worth spending the to try it note i couldnt find where this coconut product wa harvested from on amazon or the efagold website but the bottle itself say it a product of the phillipines,the best there is. i have been using coconut oil a a bodyfacehair moisturizer for about a year now and it ha made all the difference in the world for my health after doing a bit of research i chose this product in particular due to the description review pricepoint and the fact that it is a brand i have seen in many store and am familiar with the nonprocessed nature of this oil meet my skincare and haircare need but also make it perfect for cooking a well i bought it to use in the shower but now i cannot stop eating it on everything it ha a wonderfully light coconut smell and flavor which is clearly natural and not from any artificial coloring or flavor this is the best brand of coconut oil i have ever bought and it blend into my skin quickly and softly without feeling overly oily taste amazing and wash out of my hair easily my only complaint would be that it is packaged in a plastic container while i am not too worried about the plastic leaching chemical into the oil itself i will be buying this product for the rest of my life and im sure i will be accumulating a lot of these plastic jar though theyre recyclable a glass jar would get reused immediately in my house other than that i am perfectly pleased with this product for the price this cant be beat it worth spending the to try it note i couldnt find where this coconut product wa harvested from on amazon or the efagold website but the bottle itself say it a product of the phillipines,2,2,1
"Id: 329651
UserId: A2XAKGRUHIE2ZA
ProfileName: P. Stein ""Bengals Fan""
HelpfulnessNumerator: 0
HelpfulnessDenominator: 0
Score: 4
Time: 1328918400
Summary: Small dog loves these.  They don't last long.
Text: I have a 12 pound, 18 month old couton.  He would rate these as 5 stars.<br /><br />The problem is, he finishes these off in 5 minutes.<br /><br />This makes it an expensive dog biscuit, rather than a dental chew toy.",Small dog loves these.  They don't last long.,"I have a 12 pound, 18 month old couton.  He would rate these as 5 stars.<br /><br />The problem is, he finishes these off in 5 minutes.<br /><br />This makes it an expensive dog biscuit, rather than a dental chew toy.",small dog love these they dont last long,i have a pound month old couton he would rate these a star the problem is he finish these off in minute this make it an expensive dog biscuit rather than a dental chew toy,small dog love these they dont last long. i have a pound month old couton he would rate these a star the problem is he finish these off in minute this make it an expensive dog biscuit rather than a dental chew toy,0,-1,2
"Id: 563847
UserId: A37LNXZ3U8Z0PW
ProfileName: paranormal junkie
HelpfulnessNumerator: 0
HelpfulnessDenominator: 0
Score: 2
Time: 1343606400
Summary: ~~meh~~
Text: Let me start off by saying I'm a bit of a cookie snob having lived next door to my grandmother for most of my youth.  There's nothing better than a homemade cookie.  Having tried these and shared them with some co-workers I can honestly say that it's not just me that wasn't impressed.  There wasn't much said that was positive.  For being a soft baked cookie it tasted awfully dry.  It was almost more like a cereal bar rather than a cookie.  There was no yummy buttery taste.  They just weren't worth the 170 cals per cookie.  The only thing positive that was said is that it is convienient to have them separately packed for lunches and on the go snacks.",~~meh~~,Let me start off by saying I'm a bit of a cookie snob having lived next door to my grandmother for most of my youth.  There's nothing better than a homemade cookie.  Having tried these and shared them with some co-workers I can honestly say that it's not just me that wasn't impressed.  There wasn't much said that was positive.  For being a soft baked cookie it tasted awfully dry.  It was almost more like a cereal bar rather than a cookie.  There was no yummy buttery taste.  They just weren't worth the 170 cals per cookie.  The only thing positive that was said is that it is convienient to have them separately packed for lunches and on the go snacks.,meh,let me start off by saying im a bit of a cookie snob having lived next door to my grandmother for most of my youth there nothing better than a homemade cookie having tried these and shared them with some coworkers i can honestly say that it not just me that wasnt impressed there wasnt much said that wa positive for being a soft baked cookie it tasted awfully dry it wa almost more like a cereal bar rather than a cookie there wa no yummy buttery taste they just werent worth the cals per cookie the only thing positive that wa said is that it is convienient to have them separately packed for lunch and on the go snack,meh. let me start off by saying im a bit of a cookie snob having lived next door to my grandmother for most of my youth there nothing better than a homemade cookie having tried these and shared them with some coworkers i can honestly say that it not just me that wasnt impressed there wasnt much said that wa positive for being a soft baked cookie it tasted awfully dry it wa almost more like a cereal bar rather than a cookie there wa no yummy buttery taste they just werent worth the cals per cookie the only thing positive that wa said is that it is convienient to have them separately packed for lunch and on the go snack,1,-1,0
"Id: 329927
UserId: A1EVPGZPU9XDCP
ProfileName: Bob McP
HelpfulnessNumerator: 0
HelpfulnessDenominator: 0
Score: 5
Time: 1251936000
Summary: Great Supplier
Text: Product delivered quickly and item was as advertised.  No complaints here, I recommend this seller on a very high scale.  Keep up the good work and your customers will be well pleased.",Great Supplier,"Product delivered quickly and item was as advertised.  No complaints here, I recommend this seller on a very high scale.  Keep up the good work and your customers will be well pleased.",great supplier,product delivered quickly and item wa a advertised no complaint here i recommend this seller on a very high scale keep up the good work and your customer will be well pleased,great supplier. product delivered quickly and item wa a advertised no complaint here i recommend this seller on a very high scale keep up the good work and your customer will be well pleased,2,-1,0
"Id: 368113
UserId: A39JG126NWVWKX
ProfileName: Jeffrey Howard ""jeffreii""
HelpfulnessNumerator: 6
HelpfulnessDenominator: 6
Score: 5
Time: 1341792000
Summary: Wow where has coconut oil been all my life - just Google the health benefits and be amazed!
Text: This is my first experience with coconut oil. I heard about it and read up online and was amazed at the health benefits. I found this brand to have the best reviews/price so I went with it. I'm getting ready to purchase my 3rd one in as many months. It has a delicious yet subtle coconut flavor and is now one of only 3 oils I use in my cooking (+olive oil, avocado oil).<br /><br />My uses:<br />-Replace butter/fat/oil for non-stick cooking - except when using olive or avocado oil, this is my go to. In the skillet before eggs/bacon/pancakes/etc.<br />-On toast/pancakes etc. as a butter replacement - that little hint of coconut is delicious and the fattiness is reminiscent of butter.<br />-A tablespoon in my smoothies (for the health benefits)<br />-Oil replacement in baking recipes - it works just as well and is healthier!<br /><br />It's important to note that in cooking, the coconut flavor does not persist. If I add it raw I get that flavor but my eggs/bacon, for example, do not have coconut flavor after being cooked in this oil.<br /><br />HEALTHY: Read up on all the health benefits but here's the main one: yes this is a saturated fat. However, it's made up of medium-chain fatty acids. This type of fat is readily converted to energy and rarely stored as fat. Research shows that coconut oil (in moderation, of course) helps you lose weight and speeds up your metabolism. A few tablespoons a day is GOOD FOR YOU!<br /><br />My only con for this product is the plastic jar/tub. I hate plastic. Glass would be nice, as always!",Wow where has coconut oil been all my life - just Google the health benefits and be amazed!,"This is my first experience with coconut oil. I heard about it and read up online and was amazed at the health benefits. I found this brand to have the best reviews/price so I went with it. I'm getting ready to purchase my 3rd one in as many months. It has a delicious yet subtle coconut flavor and is now one of only 3 oils I use in my cooking (+olive oil, avocado oil).<br /><br />My uses:<br />-Replace butter/fat/oil for non-stick cooking - except when using olive or avocado oil, this is my go to. In the skillet before eggs/bacon/pancakes/etc.<br />-On toast/pancakes etc. as a butter replacement - that little hint of coconut is delicious and the fattiness is reminiscent of butter.<br />-A tablespoon in my smoothies (for the health benefits)<br />-Oil replacement in baking recipes - it works just as well and is healthier!<br /><br />It's important to note that in cooking, the coconut flavor does not persist. If I add it raw I get that flavor but my eggs/bacon, for example, do not have coconut flavor after being cooked in this oil.<br /><br />HEALTHY: Read up on all the health benefits but here's the main one: yes this is a saturated fat. However, it's made up of medium-chain fatty acids. This type of fat is readily converted to energy and rarely stored as fat. Research shows that coconut oil (in moderation, of course) helps you lose weight and speeds up your metabolism. A few tablespoons a day is GOOD FOR YOU!<br /><br />My only con for this product is the plastic jar/tub. I hate plastic. Glass would be nice, as always!",wow where ha coconut oil been all my life just google the health benefit and be amazed,this is my first experience with coconut oil i heard about it and read up online and wa amazed at the health benefit i found this brand to have the best reviewsprice so i went with it im getting ready to purchase my rd one in a many month it ha a delicious yet subtle coconut flavor and is now one of only oil i use in my cooking olive oil avocado oil my us replace butterfatoil for nonstick cooking except when using olive or avocado oil this is my go to in the skillet before eggsbaconpancakesetc on toastpancakes etc a a butter replacement that little hint of coconut is delicious and the fattiness is reminiscent of butter a tablespoon in my smoothy for the health benefit oil replacement in baking recipe it work just a well and is healthier it important to note that in cooking the coconut flavor doe not persist if i add it raw i get that flavor but my eggsbacon for example do not have coconut flavor after being cooked in this oil healthy read up on all the health benefit but here the main one yes this is a saturated fat however it made up of mediumchain fatty acid this type of fat is readily converted to energy and rarely stored a fat research show that coconut oil in moderation of course help you lose weight and speed up your metabolism a few tablespoon a day is good for you my only con for this product is the plastic jartub i hate plastic glass would be nice a always,wow where ha coconut oil been all my life just google the health benefit and be amazed. this is my first experience with coconut oil i heard about it and read up online and wa amazed at the health benefit i found this brand to have the best reviewsprice so i went with it im getting ready to purchase my rd one in a many month it ha a delicious yet subtle coconut flavor and is now one of only oil i use in my cooking olive oil avocado oil my us replace butterfatoil for nonstick cooking except when using olive or avocado oil this is my go to in the skillet before eggsbaconpancakesetc on toastpancakes etc a a butter replacement that little hint of coconut is delicious and the fattiness is reminiscent of butter a tablespoon in my smoothy for the health benefit oil replacement in baking recipe it work just a well and is healthier it important to note that in cooking the coconut flavor doe not persist if i add it raw i get that flavor but my eggsbacon for example do not have coconut flavor after being cooked in this oil healthy read up on all the health benefit but here the main one yes this is a saturated fat however it made up of mediumchain fatty acid this type of fat is readily converted to energy and rarely stored a fat research show that coconut oil in moderation of course help you lose weight and speed up your metabolism a few tablespoon a day is good for you my only con for this product is the plastic jartub i hate plastic glass would be nice a always,2,2,1
"Id: 563174
UserId: A10HCDJHR436EJ
ProfileName: Marisa
HelpfulnessNumerator: 0
HelpfulnessDenominator: 0
Score: 3
Time: 1342569600
Summary: Not tasty
Text: I dont like how it tastes because i don't like oatmeal or raisins but if you like them then i think its good to eat these cookies because they're healthy and you will probably like the taste.",Not tasty,I dont like how it tastes because i don't like oatmeal or raisins but if you like them then i think its good to eat these cookies because they're healthy and you will probably like the taste.,not tasty,i dont like how it taste because i dont like oatmeal or raisin but if you like them then i think it good to eat these cooky because theyre healthy and you will probably like the taste,not tasty. i dont like how it taste because i dont like oatmeal or raisin but if you like them then i think it good to eat these cooky because theyre healthy and you will probably like the taste,1,1,0
"Id: 329761
UserId: A34NR6ZAZIXQYZ
ProfileName: flo stengel
HelpfulnessNumerator: 0
HelpfulnessDenominator: 0
Score: 5
Time: 1315180800
Summary: Fat free, good for oral hygene and the very favorite of my dog
Text: Finding this product on Amazon was like finding an unexpected Christmas present!<br /><br />Highly recommend by the vet, because of price, I save it for special occasion (always once a day) and, by far, the treat my dog just loves.  True story.  Since I am not able to walk my dog, when the mail lady delivers my mail, she often leaves screen door  open so Scrappy can take off and run for exercize.  She leaves screen door open, whe he has been out running when he should be back, the mail lady hollers ""Greenie, greenie"" and this 15# of black fur runs full speed ahead, into the patio and the door inside (which I left open.  A good testiment for a fantastic product!!","Fat free, good for oral hygene and the very favorite of my dog","Finding this product on Amazon was like finding an unexpected Christmas present!<br /><br />Highly recommend by the vet, because of price, I save it for special occasion (always once a day) and, by far, the treat my dog just loves.  True story.  Since I am not able to walk my dog, when the mail lady delivers my mail, she often leaves screen door  open so Scrappy can take off and run for exercize.  She leaves screen door open, whe he has been out running when he should be back, the mail lady hollers ""Greenie, greenie"" and this 15# of black fur runs full speed ahead, into the patio and the door inside (which I left open.  A good testiment for a fantastic product!!",fat free good for oral hygene and the very favorite of my dog,finding this product on amazon wa like finding an unexpected christmas present highly recommend by the vet because of price i save it for special occasion always once a day and by far the treat my dog just love true story since i am not able to walk my dog when the mail lady delivers my mail she often leaf screen door open so scrappy can take off and run for exercize she leaf screen door open whe he ha been out running when he should be back the mail lady holler greenie greenie and this of black fur run full speed ahead into the patio and the door inside which i left open a good testiment for a fantastic product,fat free good for oral hygene and the very favorite of my dog. finding this product on amazon wa like finding an unexpected christmas present highly recommend by the vet because of price i save it for special occasion always once a day and by far the treat my dog just love true story since i am not able to walk my dog when the mail lady delivers my mail she often leaf screen door open so scrappy can take off and run for exercize she leaf screen door open whe he ha been out running when he should be back the mail lady holler greenie greenie and this of black fur run full speed ahead into the patio and the door inside which i left open a good testiment for a fantastic product,0,-1,2
"Id: 30877
UserId: A3HQAPXAJV7PRX
ProfileName: Diane Kistner
HelpfulnessNumerator: 0
HelpfulnessDenominator: 0
Score: 5
Time: 1328054400
Summary: Where have you been all my life?
Text: I've never heard of these chips, but when I was offered the chance to review them, I got the Popchips Sweet Potato. DH had a heart attack last September and, after getting two stents put in, has had to cut out all of his beloved snacks, largely due to the high fat content and sodium (especially the sodium). I've been looking for something ""snacky"" with reduced sodium that isn't awful, and these are just the ticket. One .8 ounce bag, one serving, is a nice round 100 calories with only 3g of fat (.5g polyunsaturated, 2g monounsaturated), no cholesterol, 16g carbs, and 95mg of sodium. They have a bit of a salty taste, and they aren't very sweet with only 2g of sugar. I think they'd make an interesting dip chip with a plain-yogurt-based dip.<br /><br />I liked these Popchips so much that I got the next lowest sodium kind, the Chili Lime Potato flavor with 170mg of sodium and everything else the same except 1g of fiber. DH can have no more than 1500mg of sodium per day, but considering I'm using mostly frozen vegetables and not adding any salt to anything, I think he can have a bag of these on occasion without worry. And yowie zowie! What a big burst of flavor! The Chili Lime Potato Popchips are definitely the go-to chip when you've got to have something that tastes really ""bad for you.""<br /><br />I expect we're going to be signing up to get our Popchips delivered regularly via Amazon subscription. If we had been eating these Popchips instead of the regular high-fat/high-sodium/high-carb fare all along, I expect we'd both be a lot healthier now. A highly recommended product.",Where have you been all my life?,"I've never heard of these chips, but when I was offered the chance to review them, I got the Popchips Sweet Potato. DH had a heart attack last September and, after getting two stents put in, has had to cut out all of his beloved snacks, largely due to the high fat content and sodium (especially the sodium). I've been looking for something ""snacky"" with reduced sodium that isn't awful, and these are just the ticket. One .8 ounce bag, one serving, is a nice round 100 calories with only 3g of fat (.5g polyunsaturated, 2g monounsaturated), no cholesterol, 16g carbs, and 95mg of sodium. They have a bit of a salty taste, and they aren't very sweet with only 2g of sugar. I think they'd make an interesting dip chip with a plain-yogurt-based dip.<br /><br />I liked these Popchips so much that I got the next lowest sodium kind, the Chili Lime Potato flavor with 170mg of sodium and everything else the same except 1g of fiber. DH can have no more than 1500mg of sodium per day, but considering I'm using mostly frozen vegetables and not adding any salt to anything, I think he can have a bag of these on occasion without worry. And yowie zowie! What a big burst of flavor! The Chili Lime Potato Popchips are definitely the go-to chip when you've got to have something that tastes really ""bad for you.""<br /><br />I expect we're going to be signing up to get our Popchips delivered regularly via Amazon subscription. If we had been eating these Popchips instead of the regular high-fat/high-sodium/high-carb fare all along, I expect we'd both be a lot healthier now. A highly recommended product.",where have you been all my life,ive never heard of these chip but when i wa offered the chance to review them i got the popchips sweet potato dh had a heart attack last september and after getting two stent put in ha had to cut out all of his beloved snack largely due to the high fat content and sodium especially the sodium ive been looking for something snacky with reduced sodium that isnt awful and these are just the ticket one ounce bag one serving is a nice round calorie with only g of fat g polyunsaturated g monounsaturated no cholesterol g carbs and mg of sodium they have a bit of a salty taste and they arent very sweet with only g of sugar i think theyd make an interesting dip chip with a plainyogurtbased dip i liked these popchips so much that i got the next lowest sodium kind the chili lime potato flavor with mg of sodium and everything else the same except g of fiber dh can have no more than mg of sodium per day but considering im using mostly frozen vegetable and not adding any salt to anything i think he can have a bag of these on occasion without worry and yowie zowie what a big burst of flavor the chili lime potato popchips are definitely the goto chip when youve got to have something that taste really bad for you i expect were going to be signing up to get our popchips delivered regularly via amazon subscription if we had been eating these popchips instead of the regular highfathighsodiumhighcarb fare all along i expect wed both be a lot healthier now a highly recommended product,where have you been all my life. ive never heard of these chip but when i wa offered the chance to review them i got the popchips sweet potato dh had a heart attack last september and after getting two stent put in ha had to cut out all of his beloved snack largely due to the high fat content and sodium especially the sodium ive been looking for something snacky with reduced sodium that isnt awful and these are just the ticket one ounce bag one serving is a nice round calorie with only g of fat g polyunsaturated g monounsaturated no cholesterol g carbs and mg of sodium they have a bit of a salty taste and they arent very sweet with only g of sugar i think theyd make an interesting dip chip with a plainyogurtbased dip i liked these popchips so much that i got the next lowest sodium kind the chili lime potato flavor with mg of sodium and everything else the same except g of fiber dh can have no more than mg of sodium per day but considering im using mostly frozen vegetable and not adding any salt to anything i think he can have a bag of these on occasion without worry and yowie zowie what a big burst of flavor the chili lime potato popchips are definitely the goto chip when youve got to have something that taste really bad for you i expect were going to be signing up to get our popchips delivered regularly via amazon subscription if we had been eating these popchips instead of the regular highfathighsodiumhighcarb fare all along i expect wed both be a lot healthier now a highly recommended product,1,1,0
"Id: 31187
UserId: AXXWXM6K66YMZ
ProfileName: immelbatoast
HelpfulnessNumerator: 5
HelpfulnessDenominator: 10
Score: 1
Time: 1224288000
Summary: Too strong IMO
Text: I bought the popchips variety pack to try the different flavors and I kept an open mind but I just don't like this flavor.  Their other flavors like BBQ & salt and vinegar are great, but these are REALLY peppery.  I can't even taste the salt on them because the pepper is so overwhelming.  Might be your bag of tea if you like a lot of pepper on food, but my husband puts pepper on everything and even he said there was too much pepper here.",Too strong IMO,"I bought the popchips variety pack to try the different flavors and I kept an open mind but I just don't like this flavor.  Their other flavors like BBQ & salt and vinegar are great, but these are REALLY peppery.  I can't even taste the salt on them because the pepper is so overwhelming.  Might be your bag of tea if you like a lot of pepper on food, but my husband puts pepper on everything and even he said there was too much pepper here.",too strong imo,i bought the popchips variety pack to try the different flavor and i kept an open mind but i just dont like this flavor their other flavor like bbq salt and vinegar are great but these are really peppery i cant even taste the salt on them because the pepper is so overwhelming might be your bag of tea if you like a lot of pepper on food but my husband put pepper on everything and even he said there wa too much pepper here,too strong imo. i bought the popchips variety pack to try the different flavor and i kept an open mind but i just dont like this flavor their other flavor like bbq salt and vinegar are great but these are really peppery i cant even taste the salt on them because the pepper is so overwhelming might be your bag of tea if you like a lot of pepper on food but my husband put pepper on everything and even he said there wa too much pepper here,1,-1,0
