raw_data,Summary,Text,Cleaned_Summary,Cleaned_Text,Final_Content
"Id: 329416
UserId: AVTY5M74VA1BJ
ProfileName: tarotqueen
HelpfulnessNumerator: 1
HelpfulnessDenominator: 1
Score: 5
Time: 1316822400
Summary: dogs love greenies
Text: What can I say, dogs love greenies. They begg for them all the time. They always sit by the cupboard and ask for more.",dogs love greenies,"What can I say, dogs love greenies. They begg for them all the time. They always sit by the cupboard and ask for more.",dog love greeni,what can i say dog love greeni they begg for them all the time they alway sit by the cupboard and ask for more,dog love greeni. what can i say dog love greeni they begg for them all the time they alway sit by the cupboard and ask for more
"Id: 367735
UserId: A35Y8W1L9I71T4
ProfileName: M. Flournoy ""e1337""
HelpfulnessNumerator: 29
HelpfulnessDenominator: 29
Score: 5
Time: 1290470400
Summary: The best there is...
Text: I have been using coconut oil as a body/face/hair moisturizer for about a year now and it has made all the difference in the world for my health. After doing a bit of research, I chose this product in particular due to the description, reviews, pricepoint, and the fact that it is a brand I have seen in many stores and am familiar with.<br /><br />The non-processed nature of this oil meets my skincare and haircare needs, but also makes it perfect for cooking as well. I bought it to use in the shower but now I cannot stop eating it on everything! It has a wonderfully light coconut smell and flavor, which is clearly natural and not from any artificial colorings or flavors. This is the best brand of coconut oil I have ever bought and it blends into my skin quickly and softly without feeling overly oily, tastes amazing, and washes out of my hair easily.<br /><br />My only complaint would be that it is packaged in a plastic container. While I am not too worried about the plastic leaching chemicals into the oil itself, I will be buying this product for the rest of my life and I'm sure I will be accumulating a lot of these plastic jars! Though they're recyclable, a glass jar would get reused immediately in my house. Other than that, I am perfectly pleased with this product! For the price, this can't be beat, it's worth spending the ~$10 to try it.<br /><br />Note: I couldn't find where this coconut product was harvested from on Amazon or the EfaGold website, but the bottle itself says it's a product of the Phillipines.",The best there is...,"I have been using coconut oil as a body/face/hair moisturizer for about a year now and it has made all the difference in the world for my health. After doing a bit of research, I chose this product in particular due to the description, reviews, pricepoint, and the fact that it is a brand I have seen in many stores and am familiar with.<br /><br />The non-processed nature of this oil meets my skincare and haircare needs, but also makes it perfect for cooking as well. I bought it to use in the shower but now I cannot stop eating it on everything! It has a wonderfully light coconut smell and flavor, which is clearly natural and not from any artificial colorings or flavors. This is the best brand of coconut oil I have ever bought and it blends into my skin quickly and softly without feeling overly oily, tastes amazing, and washes out of my hair easily.<br /><br />My only complaint would be that it is packaged in a plastic container. While I am not too worried about the plastic leaching chemicals into the oil itself, I will be buying this product for the rest of my life and I'm sure I will be accumulating a lot of these plastic jars! Though they're recyclable, a glass jar would get reused immediately in my house. Other than that, I am perfectly pleased with this product! For the price, this can't be beat, it's worth spending the ~$10 to try it.<br /><br />Note: I couldn't find where this coconut product was harvested from on Amazon or the EfaGold website, but the bottle itself says it's a product of the Phillipines.",the best there is,i have been use coconut oil as a bodyfacehair moistur for about a year now and it ha made all the differ in the world for my health after do a bit of research i chose thi product in particular due to the descript review pricepoint and the fact that it is a brand i have seen in mani store and am familiar with the nonprocess natur of thi oil meet my skincar and haircar need but also make it perfect for cook as well i bought it to use in the shower but now i cannot stop eat it on everyth it ha a wonder light coconut smell and flavor which is clearli natur and not from ani artifici color or flavor thi is the best brand of coconut oil i have ever bought and it blend into my skin quickli and softli without feel overli oili tast amaz and wash out of my hair easili my onli complaint would be that it is packag in a plastic contain while i am not too worri about the plastic leach chemic into the oil itself i will be buy thi product for the rest of my life and im sure i will be accumul a lot of these plastic jar though theyr recycl a glass jar would get reus immedi in my hous other than that i am perfectli pleas with thi product for the price thi cant be beat it worth spend the to tri it note i couldnt find where thi coconut product wa harvest from on amazon or the efagold websit but the bottl itself say it a product of the phillipin,the best there is. i have been use coconut oil as a bodyfacehair moistur for about a year now and it ha made all the differ in the world for my health after do a bit of research i chose thi product in particular due to the descript review pricepoint and the fact that it is a brand i have seen in mani store and am familiar with the nonprocess natur of thi oil meet my skincar and haircar need but also make it perfect for cook as well i bought it to use in the shower but now i cannot stop eat it on everyth it ha a wonder light coconut smell and flavor which is clearli natur and not from ani artifici color or flavor thi is the best brand of coconut oil i have ever bought and it blend into my skin quickli and softli without feel overli oili tast amaz and wash out of my hair easili my onli complaint would be that it is packag in a plastic contain while i am not too worri about the plastic leach chemic into the oil itself i will be buy thi product for the rest of my life and im sure i will be accumul a lot of these plastic jar though theyr recycl a glass jar would get reus immedi in my hous other than that i am perfectli pleas with thi product for the price thi cant be beat it worth spend the to tri it note i couldnt find where thi coconut product wa harvest from on amazon or the efagold websit but the bottl itself say it a product of the phillipin
"Id: 329651
UserId: A2XAKGRUHIE2ZA
ProfileName: P. Stein ""Bengals Fan""
HelpfulnessNumerator: 0
HelpfulnessDenominator: 0
Score: 4
Time: 1328918400
Summary: Small dog loves these.  They don't last long.
Text: I have a 12 pound, 18 month old couton.  He would rate these as 5 stars.<br /><br />The problem is, he finishes these off in 5 minutes.<br /><br />This makes it an expensive dog biscuit, rather than a dental chew toy.",Small dog loves these.  They don't last long.,"I have a 12 pound, 18 month old couton.  He would rate these as 5 stars.<br /><br />The problem is, he finishes these off in 5 minutes.<br /><br />This makes it an expensive dog biscuit, rather than a dental chew toy.",small dog love these they dont last long,i have a pound month old couton he would rate these as star the problem is he finish these off in minut thi make it an expens dog biscuit rather than a dental chew toy,small dog love these they dont last long. i have a pound month old couton he would rate these as star the problem is he finish these off in minut thi make it an expens dog biscuit rather than a dental chew toy
"Id: 563847
UserId: A37LNXZ3U8Z0PW
ProfileName: paranormal junkie
HelpfulnessNumerator: 0
HelpfulnessDenominator: 0
Score: 2
Time: 1343606400
Summary: ~~meh~~
Text: Let me start off by saying I'm a bit of a cookie snob having lived next door to my grandmother for most of my youth.  There's nothing better than a homemade cookie.  Having tried these and shared them with some co-workers I can honestly say that it's not just me that wasn't impressed.  There wasn't much said that was positive.  For being a soft baked cookie it tasted awfully dry.  It was almost more like a cereal bar rather than a cookie.  There was no yummy buttery taste.  They just weren't worth the 170 cals per cookie.  The only thing positive that was said is that it is convienient to have them separately packed for lunches and on the go snacks.",~~meh~~,Let me start off by saying I'm a bit of a cookie snob having lived next door to my grandmother for most of my youth.  There's nothing better than a homemade cookie.  Having tried these and shared them with some co-workers I can honestly say that it's not just me that wasn't impressed.  There wasn't much said that was positive.  For being a soft baked cookie it tasted awfully dry.  It was almost more like a cereal bar rather than a cookie.  There was no yummy buttery taste.  They just weren't worth the 170 cals per cookie.  The only thing positive that was said is that it is convienient to have them separately packed for lunches and on the go snacks.,meh,let me start off by say im a bit of a cooki snob have live next door to my grandmoth for most of my youth there noth better than a homemad cooki have tri these and share them with some cowork i can honestli say that it not just me that wasnt impress there wasnt much said that wa posit for be a soft bake cooki it tast aw dri it wa almost more like a cereal bar rather than a cooki there wa no yummi butteri tast they just werent worth the cal per cooki the onli thing posit that wa said is that it is convieni to have them separ pack for lunch and on the go snack,meh. let me start off by say im a bit of a cooki snob have live next door to my grandmoth for most of my youth there noth better than a homemad cooki have tri these and share them with some cowork i can honestli say that it not just me that wasnt impress there wasnt much said that wa posit for be a soft bake cooki it tast aw dri it wa almost more like a cereal bar rather than a cooki there wa no yummi butteri tast they just werent worth the cal per cooki the onli thing posit that wa said is that it is convieni to have them separ pack for lunch and on the go snack
"Id: 329927
UserId: A1EVPGZPU9XDCP
ProfileName: Bob McP
HelpfulnessNumerator: 0
HelpfulnessDenominator: 0
Score: 5
Time: 1251936000
Summary: Great Supplier
Text: Product delivered quickly and item was as advertised.  No complaints here, I recommend this seller on a very high scale.  Keep up the good work and your customers will be well pleased.",Great Supplier,"Product delivered quickly and item was as advertised.  No complaints here, I recommend this seller on a very high scale.  Keep up the good work and your customers will be well pleased.",great supplier,product deliv quickli and item wa as advertis no complaint here i recommend thi seller on a veri high scale keep up the good work and your custom will be well pleas,great supplier. product deliv quickli and item wa as advertis no complaint here i recommend thi seller on a veri high scale keep up the good work and your custom will be well pleas
"Id: 368113
UserId: A39JG126NWVWKX
ProfileName: Jeffrey Howard ""jeffreii""
HelpfulnessNumerator: 6
HelpfulnessDenominator: 6
Score: 5
Time: 1341792000
Summary: Wow where has coconut oil been all my life - just Google the health benefits and be amazed!
Text: This is my first experience with coconut oil. I heard about it and read up online and was amazed at the health benefits. I found this brand to have the best reviews/price so I went with it. I'm getting ready to purchase my 3rd one in as many months. It has a delicious yet subtle coconut flavor and is now one of only 3 oils I use in my cooking (+olive oil, avocado oil).<br /><br />My uses:<br />-Replace butter/fat/oil for non-stick cooking - except when using olive or avocado oil, this is my go to. In the skillet before eggs/bacon/pancakes/etc.<br />-On toast/pancakes etc. as a butter replacement - that little hint of coconut is delicious and the fattiness is reminiscent of butter.<br />-A tablespoon in my smoothies (for the health benefits)<br />-Oil replacement in baking recipes - it works just as well and is healthier!<br /><br />It's important to note that in cooking, the coconut flavor does not persist. If I add it raw I get that flavor but my eggs/bacon, for example, do not have coconut flavor after being cooked in this oil.<br /><br />HEALTHY: Read up on all the health benefits but here's the main one: yes this is a saturated fat. However, it's made up of medium-chain fatty acids. This type of fat is readily converted to energy and rarely stored as fat. Research shows that coconut oil (in moderation, of course) helps you lose weight and speeds up your metabolism. A few tablespoons a day is GOOD FOR YOU!<br /><br />My only con for this product is the plastic jar/tub. I hate plastic. Glass would be nice, as always!",Wow where has coconut oil been all my life - just Google the health benefits and be amazed!,"This is my first experience with coconut oil. I heard about it and read up online and was amazed at the health benefits. I found this brand to have the best reviews/price so I went with it. I'm getting ready to purchase my 3rd one in as many months. It has a delicious yet subtle coconut flavor and is now one of only 3 oils I use in my cooking (+olive oil, avocado oil).<br /><br />My uses:<br />-Replace butter/fat/oil for non-stick cooking - except when using olive or avocado oil, this is my go to. In the skillet before eggs/bacon/pancakes/etc.<br />-On toast/pancakes etc. as a butter replacement - that little hint of coconut is delicious and the fattiness is reminiscent of butter.<br />-A tablespoon in my smoothies (for the health benefits)<br />-Oil replacement in baking recipes - it works just as well and is healthier!<br /><br />It's important to note that in cooking, the coconut flavor does not persist. If I add it raw I get that flavor but my eggs/bacon, for example, do not have coconut flavor after being cooked in this oil.<br /><br />HEALTHY: Read up on all the health benefits but here's the main one: yes this is a saturated fat. However, it's made up of medium-chain fatty acids. This type of fat is readily converted to energy and rarely stored as fat. Research shows that coconut oil (in moderation, of course) helps you lose weight and speeds up your metabolism. A few tablespoons a day is GOOD FOR YOU!<br /><br />My only con for this product is the plastic jar/tub. I hate plastic. Glass would be nice, as always!",wow where ha coconut oil been all my life just googl the health benefit and be amaz,thi is my first experi with coconut oil i heard about it and read up onlin and wa amaz at the health benefit i found thi brand to have the best reviewspric so i went with it im get readi to purchas my rd one in as mani month it ha a delici yet subtl coconut flavor and is now one of onli oil i use in my cook oliv oil avocado oil my use replac butterfatoil for nonstick cook except when use oliv or avocado oil thi is my go to in the skillet befor eggsbaconpancakesetc on toastpancak etc as a butter replac that littl hint of coconut is delici and the fatti is reminisc of butter a tablespoon in my smoothi for the health benefit oil replac in bake recip it work just as well and is healthier it import to note that in cook the coconut flavor doe not persist if i add it raw i get that flavor but my eggsbacon for exampl do not have coconut flavor after be cook in thi oil healthi read up on all the health benefit but here the main one ye thi is a satur fat howev it made up of mediumchain fatti acid thi type of fat is readili convert to energi and rare store as fat research show that coconut oil in moder of cours help you lose weight and speed up your metabol a few tablespoon a day is good for you my onli con for thi product is the plastic jartub i hate plastic glass would be nice as alway,wow where ha coconut oil been all my life just googl the health benefit and be amaz. thi is my first experi with coconut oil i heard about it and read up onlin and wa amaz at the health benefit i found thi brand to have the best reviewspric so i went with it im get readi to purchas my rd one in as mani month it ha a delici yet subtl coconut flavor and is now one of onli oil i use in my cook oliv oil avocado oil my use replac butterfatoil for nonstick cook except when use oliv or avocado oil thi is my go to in the skillet befor eggsbaconpancakesetc on toastpancak etc as a butter replac that littl hint of coconut is delici and the fatti is reminisc of butter a tablespoon in my smoothi for the health benefit oil replac in bake recip it work just as well and is healthier it import to note that in cook the coconut flavor doe not persist if i add it raw i get that flavor but my eggsbacon for exampl do not have coconut flavor after be cook in thi oil healthi read up on all the health benefit but here the main one ye thi is a satur fat howev it made up of mediumchain fatti acid thi type of fat is readili convert to energi and rare store as fat research show that coconut oil in moder of cours help you lose weight and speed up your metabol a few tablespoon a day is good for you my onli con for thi product is the plastic jartub i hate plastic glass would be nice as alway
"Id: 563174
UserId: A10HCDJHR436EJ
ProfileName: Marisa
HelpfulnessNumerator: 0
HelpfulnessDenominator: 0
Score: 3
Time: 1342569600
Summary: Not tasty
Text: I dont like how it tastes because i don't like oatmeal or raisins but if you like them then i think its good to eat these cookies because they're healthy and you will probably like the taste.",Not tasty,I dont like how it tastes because i don't like oatmeal or raisins but if you like them then i think its good to eat these cookies because they're healthy and you will probably like the taste.,not tasti,i dont like how it tast becaus i dont like oatmeal or raisin but if you like them then i think it good to eat these cooki becaus theyr healthi and you will probabl like the tast,not tasti. i dont like how it tast becaus i dont like oatmeal or raisin but if you like them then i think it good to eat these cooki becaus theyr healthi and you will probabl like the tast
"Id: 329761
UserId: A34NR6ZAZIXQYZ
ProfileName: flo stengel
HelpfulnessNumerator: 0
HelpfulnessDenominator: 0
Score: 5
Time: 1315180800
Summary: Fat free, good for oral hygene and the very favorite of my dog
Text: Finding this product on Amazon was like finding an unexpected Christmas present!<br /><br />Highly recommend by the vet, because of price, I save it for special occasion (always once a day) and, by far, the treat my dog just loves.  True story.  Since I am not able to walk my dog, when the mail lady delivers my mail, she often leaves screen door  open so Scrappy can take off and run for exercize.  She leaves screen door open, whe he has been out running when he should be back, the mail lady hollers ""Greenie, greenie"" and this 15# of black fur runs full speed ahead, into the patio and the door inside (which I left open.  A good testiment for a fantastic product!!","Fat free, good for oral hygene and the very favorite of my dog","Finding this product on Amazon was like finding an unexpected Christmas present!<br /><br />Highly recommend by the vet, because of price, I save it for special occasion (always once a day) and, by far, the treat my dog just loves.  True story.  Since I am not able to walk my dog, when the mail lady delivers my mail, she often leaves screen door  open so Scrappy can take off and run for exercize.  She leaves screen door open, whe he has been out running when he should be back, the mail lady hollers ""Greenie, greenie"" and this 15# of black fur runs full speed ahead, into the patio and the door inside (which I left open.  A good testiment for a fantastic product!!",fat free good for oral hygen and the veri favorit of my dog,find thi product on amazon wa like find an unexpect christma present highli recommend by the vet becaus of price i save it for special occas alway onc a day and by far the treat my dog just love true stori sinc i am not abl to walk my dog when the mail ladi deliv my mail she often leav screen door open so scrappi can take off and run for exerc she leav screen door open whe he ha been out run when he should be back the mail ladi holler greeni greeni and thi of black fur run full speed ahead into the patio and the door insid which i left open a good testiment for a fantast product,fat free good for oral hygen and the veri favorit of my dog. find thi product on amazon wa like find an unexpect christma present highli recommend by the vet becaus of price i save it for special occas alway onc a day and by far the treat my dog just love true stori sinc i am not abl to walk my dog when the mail ladi deliv my mail she often leav screen door open so scrappi can take off and run for exerc she leav screen door open whe he ha been out run when he should be back the mail ladi holler greeni greeni and thi of black fur run full speed ahead into the patio and the door insid which i left open a good testiment for a fantast product
"Id: 30877
UserId: A3HQAPXAJV7PRX
ProfileName: Diane Kistner
HelpfulnessNumerator: 0
HelpfulnessDenominator: 0
Score: 5
Time: 1328054400
Summary: Where have you been all my life?
Text: I've never heard of these chips, but when I was offered the chance to review them, I got the Popchips Sweet Potato. DH had a heart attack last September and, after getting two stents put in, has had to cut out all of his beloved snacks, largely due to the high fat content and sodium (especially the sodium). I've been looking for something ""snacky"" with reduced sodium that isn't awful, and these are just the ticket. One .8 ounce bag, one serving, is a nice round 100 calories with only 3g of fat (.5g polyunsaturated, 2g monounsaturated), no cholesterol, 16g carbs, and 95mg of sodium. They have a bit of a salty taste, and they aren't very sweet with only 2g of sugar. I think they'd make an interesting dip chip with a plain-yogurt-based dip.<br /><br />I liked these Popchips so much that I got the next lowest sodium kind, the Chili Lime Potato flavor with 170mg of sodium and everything else the same except 1g of fiber. DH can have no more than 1500mg of sodium per day, but considering I'm using mostly frozen vegetables and not adding any salt to anything, I think he can have a bag of these on occasion without worry. And yowie zowie! What a big burst of flavor! The Chili Lime Potato Popchips are definitely the go-to chip when you've got to have something that tastes really ""bad for you.""<br /><br />I expect we're going to be signing up to get our Popchips delivered regularly via Amazon subscription. If we had been eating these Popchips instead of the regular high-fat/high-sodium/high-carb fare all along, I expect we'd both be a lot healthier now. A highly recommended product.",Where have you been all my life?,"I've never heard of these chips, but when I was offered the chance to review them, I got the Popchips Sweet Potato. DH had a heart attack last September and, after getting two stents put in, has had to cut out all of his beloved snacks, largely due to the high fat content and sodium (especially the sodium). I've been looking for something ""snacky"" with reduced sodium that isn't awful, and these are just the ticket. One .8 ounce bag, one serving, is a nice round 100 calories with only 3g of fat (.5g polyunsaturated, 2g monounsaturated), no cholesterol, 16g carbs, and 95mg of sodium. They have a bit of a salty taste, and they aren't very sweet with only 2g of sugar. I think they'd make an interesting dip chip with a plain-yogurt-based dip.<br /><br />I liked these Popchips so much that I got the next lowest sodium kind, the Chili Lime Potato flavor with 170mg of sodium and everything else the same except 1g of fiber. DH can have no more than 1500mg of sodium per day, but considering I'm using mostly frozen vegetables and not adding any salt to anything, I think he can have a bag of these on occasion without worry. And yowie zowie! What a big burst of flavor! The Chili Lime Potato Popchips are definitely the go-to chip when you've got to have something that tastes really ""bad for you.""<br /><br />I expect we're going to be signing up to get our Popchips delivered regularly via Amazon subscription. If we had been eating these Popchips instead of the regular high-fat/high-sodium/high-carb fare all along, I expect we'd both be a lot healthier now. A highly recommended product.",where have you been all my life,ive never heard of these chip but when i wa offer the chanc to review them i got the popchip sweet potato dh had a heart attack last septemb and after get two stent put in ha had to cut out all of hi belov snack larg due to the high fat content and sodium especi the sodium ive been look for someth snacki with reduc sodium that isnt aw and these are just the ticket one ounc bag one serv is a nice round calori with onli g of fat g polyunsatur g monounsatur no cholesterol g carb and mg of sodium they have a bit of a salti tast and they arent veri sweet with onli g of sugar i think theyd make an interest dip chip with a plainyogurtbas dip i like these popchip so much that i got the next lowest sodium kind the chili lime potato flavor with mg of sodium and everyth els the same except g of fiber dh can have no more than mg of sodium per day but consid im use mostli frozen veget and not ad ani salt to anyth i think he can have a bag of these on occas without worri and yowi zowi what a big burst of flavor the chili lime potato popchip are definit the goto chip when youv got to have someth that tast realli bad for you i expect were go to be sign up to get our popchip deliv regularli via amazon subscript if we had been eat these popchip instead of the regular highfathighsodiumhighcarb fare all along i expect wed both be a lot healthier now a highli recommend product,where have you been all my life. ive never heard of these chip but when i wa offer the chanc to review them i got the popchip sweet potato dh had a heart attack last septemb and after get two stent put in ha had to cut out all of hi belov snack larg due to the high fat content and sodium especi the sodium ive been look for someth snacki with reduc sodium that isnt aw and these are just the ticket one ounc bag one serv is a nice round calori with onli g of fat g polyunsatur g monounsatur no cholesterol g carb and mg of sodium they have a bit of a salti tast and they arent veri sweet with onli g of sugar i think theyd make an interest dip chip with a plainyogurtbas dip i like these popchip so much that i got the next lowest sodium kind the chili lime potato flavor with mg of sodium and everyth els the same except g of fiber dh can have no more than mg of sodium per day but consid im use mostli frozen veget and not ad ani salt to anyth i think he can have a bag of these on occas without worri and yowi zowi what a big burst of flavor the chili lime potato popchip are definit the goto chip when youv got to have someth that tast realli bad for you i expect were go to be sign up to get our popchip deliv regularli via amazon subscript if we had been eat these popchip instead of the regular highfathighsodiumhighcarb fare all along i expect wed both be a lot healthier now a highli recommend product
"Id: 31187
UserId: AXXWXM6K66YMZ
ProfileName: immelbatoast
HelpfulnessNumerator: 5
HelpfulnessDenominator: 10
Score: 1
Time: 1224288000
Summary: Too strong IMO
Text: I bought the popchips variety pack to try the different flavors and I kept an open mind but I just don't like this flavor.  Their other flavors like BBQ & salt and vinegar are great, but these are REALLY peppery.  I can't even taste the salt on them because the pepper is so overwhelming.  Might be your bag of tea if you like a lot of pepper on food, but my husband puts pepper on everything and even he said there was too much pepper here.",Too strong IMO,"I bought the popchips variety pack to try the different flavors and I kept an open mind but I just don't like this flavor.  Their other flavors like BBQ & salt and vinegar are great, but these are REALLY peppery.  I can't even taste the salt on them because the pepper is so overwhelming.  Might be your bag of tea if you like a lot of pepper on food, but my husband puts pepper on everything and even he said there was too much pepper here.",too strong imo,i bought the popchip varieti pack to tri the differ flavor and i kept an open mind but i just dont like thi flavor their other flavor like bbq salt and vinegar are great but these are realli pepperi i cant even tast the salt on them becaus the pepper is so overwhelm might be your bag of tea if you like a lot of pepper on food but my husband put pepper on everyth and even he said there wa too much pepper here,too strong imo. i bought the popchip varieti pack to tri the differ flavor and i kept an open mind but i just dont like thi flavor their other flavor like bbq salt and vinegar are great but these are realli pepperi i cant even tast the salt on them becaus the pepper is so overwhelm might be your bag of tea if you like a lot of pepper on food but my husband put pepper on everyth and even he said there wa too much pepper here
"Id: 367535
UserId: A1RJ06VNBIB1BQ
ProfileName: Ed
HelpfulnessNumerator: 4
HelpfulnessDenominator: 4
Score: 5
Time: 1305763200
Summary: Finally!!! Amazing result!!!
Text: After years and years of suffering, long vet office visits, tons of money on vet bills, applying gallons of meds prescribed, my dogs still had itchy bleeding ear infections until Coconut Oil. I had recently heard of health benefits of coconut oil, in particular of anti bacterial aspect, I gave it a try.<br /><br />After about 1 week, both of my dog's ear infections are almost completely gone!!! with NO bad side effects. I now feed them about a teaspoon of coconut oil for their overall health.",Finally!!! Amazing result!!!,"After years and years of suffering, long vet office visits, tons of money on vet bills, applying gallons of meds prescribed, my dogs still had itchy bleeding ear infections until Coconut Oil. I had recently heard of health benefits of coconut oil, in particular of anti bacterial aspect, I gave it a try.<br /><br />After about 1 week, both of my dog's ear infections are almost completely gone!!! with NO bad side effects. I now feed them about a teaspoon of coconut oil for their overall health.",final amaz result,after year and year of suffer long vet offic visit ton of money on vet bill appli gallon of med prescrib my dog still had itchi bleed ear infect until coconut oil i had recent heard of health benefit of coconut oil in particular of anti bacteri aspect i gave it a tri after about week both of my dog ear infect are almost complet gone with no bad side effect i now feed them about a teaspoon of coconut oil for their overal health,final amaz result. after year and year of suffer long vet offic visit ton of money on vet bill appli gallon of med prescrib my dog still had itchi bleed ear infect until coconut oil i had recent heard of health benefit of coconut oil in particular of anti bacteri aspect i gave it a tri after about week both of my dog ear infect are almost complet gone with no bad side effect i now feed them about a teaspoon of coconut oil for their overal health
